300 300
70 16 28
70 17 73
70 18 13
70 19 94
70 20 77
70 21 67
70 22 52
70 23 87
70 24 88
70 25 10
70 26 76
70 27 72
70 28 9
70 29 92
70 30 45
70 31 24
70 32 59
70 33 97
70 34 29
70 35 41
70 36 47
70 37 22
70 38 21
70 39 80
70 40 32
70 41 86
70 42 94
70 43 70
70 44 53
70 45 33
70 46 25
70 47 25
70 48 30
70 49 7
70 50 55
70 51 17
70 52 42
70 53 87
70 54 37
70 55 29
70 56 10
70 57 72
70 58 33
70 59 36
70 60 7
70 61 51
70 62 92
70 63 5
70 64 97
70 65 60
70 66 52
70 67 56
70 68 53
70 69 93
70 70 81
70 71 98
70 72 88
70 73 39
70 74 89
70 75 78
70 76 27
70 77 8
70 78 72
70 79 0
70 80 13
70 81 43
70 82 4
70 83 15
70 84 36
70 85 5
70 86 54
70 87 36
70 88 12
70 89 72
70 90 76
70 91 49
70 92 23
70 93 81
70 94 24
70 95 28
70 96 20
70 97 79
70 98 67
70 99 64
70 100 66
70 101 18
70 102 48
70 103 76
70 104 5
70 105 19
70 106 17
70 107 39
70 108 10
70 109 65
70 110 52
70 111 82
70 112 48
70 113 76
70 114 96
70 115 43
70 116 55
70 117 7
70 118 28
70 119 70
70 120 91
70 121 29
70 122 59
70 123 19
70 124 51
70 125 56
70 126 5
70 127 19
70 128 61
70 129 43
70 130 24
70 131 92
70 132 74
70 133 93
70 134 76
70 135 84
70 136 87
70 137 94
70 138 70
70 139 45
70 140 42
70 141 2
70 142 70
70 143 35
70 144 71
70 145 89
70 146 11
70 147 43
70 148 93
70 149 21
70 150 67
70 151 89
70 152 36
70 153 81
70 154 16
70 155 23
70 156 88
70 157 36
70 158 13
70 159 8
70 160 68
70 161 82
70 162 84
70 163 81
70 164 87
70 165 4
70 166 18
70 167 35
70 168 72
70 169 10
70 170 63
70 171 98
70 172 81
70 173 92
70 174 16
70 175 40
70 176 34
70 177 4
70 178 60
70 179 93
70 180 75
70 181 80
70 182 25
70 183 63
70 184 82
70 185 24
70 186 43
70 187 64
70 188 47
70 189 22
70 190 47
70 191 16
70 192 55
70 193 93
70 194 44
70 195 96
70 196 27
70 197 15
70 198 11
70 199 20
70 200 66
70 201 70
70 202 34
70 203 12
70 204 11
70 205 60
70 206 66
70 207 5
70 208 22
70 209 76
70 210 57
70 211 88
70 212 12
70 213 39
70 214 27
70 215 60
70 216 45
70 217 2
70 218 48
70 219 3
70 220 60
70 221 79
70 222 8
70 223 14
70 224 67
70 225 41
70 226 46
70 227 77
70 228 66
70 229 81
70 230 80
70 231 71
70 232 8
70 233 41
70 234 63
70 235 46
70 236 47
70 237 77
70 238 59
70 239 83
70 240 40
70 241 79
70 242 54
70 243 40
70 244 59
70 245 49
70 246 5
70 247 48
70 248 71
70 249 67
70 250 88
70 251 89
70 252 90
70 253 94
70 254 16
70 255 84
70 256 75
70 257 12
70 258 40
70 259 97
70 260 41
70 261 25
70 262 84
70 263 67
70 264 65
70 265 34
70 266 40
70 267 47
70 268 2
70 269 66
70 270 89
70 271 65
70 272 44
70 273 53
70 274 77
70 275 37
70 276 56
70 277 57
70 278 18
70 279 1
70 280 29
70 281 17
70 282 25
70 283 20
70 284 39
70 285 33
70 286 82
70 287 68
70 288 64
70 289 98
70 290 88
70 291 2
70 292 4
70 293 81
70 294 65
70 295 30
70 296 40
70 297 10
70 298 64
70 299 93
71 0 15
71 1 63
71 2 26
71 3 82
71 4 56
71 5 97
71 6 12
71 7 42
71 8 26
71 9 12
71 10 64
71 11 75
71 12 79
71 13 71
71 14 2
71 15 42
71 16 28
71 17 44
71 18 59
71 19 52
71 20 74
71 21 23
71 22 35
71 23 51
71 24 54
71 25 21
71 26 92
71 27 16
71 28 53
71 29 44
71 30 34
71 31 51
71 32 75
71 33 64
71 34 88
71 35 92
71 36 44
71 37 66
71 38 64
71 39 79
71 40 48
71 41 25
71 42 50
71 43 97
71 44 93
71 45 12
71 46 79
71 47 74
71 48 70
71 49 86
71 50 43
71 51 97
71 52 98
71 53 81
71 54 41
71 55 69
71 56 43
71 57 78
71 58 44
71 59 2
71 60 82
71 61 17
71 62 97
71 63 94
71 64 24
71 65 48
71 66 78
71 67 23
71 68 16
71 69 45
71 70 10
71 71 62
71 72 15
71 73 43
71 74 85
71 75 40
71 76 78
71 77 47
71 78 52
71 79 88
71 80 33
71 81 16
71 82 54
71 83 43
71 84 96
71 85 31
71 86 3
71 87 38
71 88 75
71 89 84
71 90 44
71 91 73
71 92 41
71 93 51
71 94 30
71 95 79
71 96 33
71 97 17
71 98 4
71 99 43
71 100 21
71 101 89
71 102 19
71 103 38
71 104 54
71 105 60
71 106 5
71 107 76
71 108 57
71 109 21
71 110 94
71 111 81
71 112 7
71 113 96
71 114 68
71 115 1
71 116 91
71 117 63
71 118 81
71 119 76
71 120 21
71 121 77
71 122 15
71 123 79
71 124 27
71 125 23
71 126 36
71 127 0
71 128 81
71 129 24
71 130 74
71 131 84
71 132 17
71 133 41
71 134 17
71 135 25
71 136 39
71 137 79
71 138 35
71 139 2
71 140 19
71 141 24
71 142 70
71 143 71
71 144 30
71 145 21
71 146 98
71 147 20
71 148 47
71 149 68
71 150 53
71 151 1
71 152 45
71 153 58
71 154 27
71 155 78
71 156 14
71 157 46
71 158 33
71 159 69
71 160 38
71 161 47
71 162 92
71 163 73
71 164 75
71 165 46
71 166 36
71 167 78
71 168 51
71 169 79
71 170 68
71 171 94
71 172 76
71 173 66
71 174 96
71 175 32
71 176 24
71 177 83
71 178 48
71 179 10
71 180 12
71 181 77
71 182 93
71 183 2
71 184 74
71 185 45
71 186 22
71 187 13
71 188 66
71 189 69
71 190 90
71 191 62
71 192 67
71 193 56
71 194 44
71 195 23
71 196 71
71 197 58
71 198 21
71 199 33
71 200 96
71 201 57
71 202 22
71 203 35
71 204 39
71 205 60
71 206 91
71 207 23
71 208 20
71 209 90
71 210 16
71 211 90
71 212 55
71 213 63
71 214 82
71 215 56
71 216 33
71 217 90
71 218 91
71 219 95
71 220 15
71 221 38
71 222 82
71 223 73
71 224 92
71 225 97
71 226 94
71 227 77
71 228 31
71 229 52
71 230 33
71 231 5
71 232 45
71 233 14
71 234 73
71 235 67
71 236 73
71 237 18
71 238 47
71 239 32
71 240 92
71 241 25
71 242 54
71 243 70
71 244 66
71 245 35
71 246 91
71 247 10
71 248 69
71 249 16
71 250 88
71 251 78
71 252 67
71 253 37
71 254 95
71 255 20
71 256 65
71 257 92
71 258 70
71 259 85
71 260 18
71 261 19
71 262 37
71 263 26
71 264 72
71 265 12
71 266 5
71 267 45
71 268 69
71 269 48
71 270 68
71 271 8
71 272 66
71 273 89
71 274 84
71 275 50
71 276 2
71 277 75
71 278 86
71 279 41
71 280 28
71 281 80
71 282 62
71 283 88
71 284 93
71 285 70
71 286 39
71 287 25
71 288 9
71 289 65
71 290 90
71 291 43
71 292 76
71 293 20
71 294 49
71 295 41
71 296 24
71 297 20
71 298 46
71 299 93
72 0 75
72 1 78
72 2 78
72 3 91
72 4 98
72 5 46
72 6 91
72 7 55
72 8 76
72 9 77
72 10 23
72 11 68
72 12 83
72 13 0
72 14 11
72 15 96
72 16 74
72 17 40
72 18 4
72 19 49
72 20 7
72 21 38
72 22 7
72 23 75
72 24 23
72 25 88
72 26 44
72 27 6
72 28 82
72 29 79
72 30 25
72 31 76
72 32 78
72 33 24
72 34 39
72 35 57
72 36 8
72 37 94
72 38 66
72 39 80
72 40 66
72 41 29
72 42 7
72 43 32
72 44 70
72 45 54
72 46 32
72 47 3
72 48 7
72 49 26
72 50 87
72 51 78
72 52 6
72 53 97
72 54 63
72 55 27
72 56 13
72 57 90
72 58 20
72 59 48
72 60 76
72 61 83
72 62 23
72 63 93
72 64 0
72 65 27
72 66 38
72 67 2
72 68 78
72 69 21
72 70 84
72 71 68
72 72 48
72 73 63
72 74 79
72 75 59
72 76 62
72 77 89
72 78 61
72 79 77
72 80 38
72 81 71
72 82 43
72 83 68
72 84 49
72 85 3
72 86 20
72 87 44
72 88 56
72 89 44
72 90 34
72 91 87
72 92 25
72 93 70
72 94 26
72 95 98
72 96 96
72 97 66
72 98 3
72 99 9
72 100 8
72 101 5
72 102 8
72 103 37
72 104 27
72 105 1
72 106 38
72 107 87
72 108 75
72 109 10
72 110 61
72 111 93
72 112 31
72 113 72
72 114 37
72 115 54
72 116 29
72 117 8
72 118 14
72 119 84
72 120 24
72 121 95
72 122 50
72 123 0
72 124 77
72 125 3
72 126 11
72 127 73
72 128 45
72 129 95
72 130 44
72 131 15
72 132 95
72 133 69
72 134 26
72 135 24
72 136 19
72 137 83
72 138 29
72 139 54
72 140 35
72 141 81
72 142 43
72 143 43
72 144 12
72 145 33
72 146 80
72 147 16
72 148 91
72 149 46
72 150 57
72 151 85
72 152 83
72 153 21
72 154 41
72 155 32
72 156 92
72 157 24
72 158 70
72 159 87
72 160 53
72 161 70
72 162 2
72 163 0
72 164 8
72 165 69
72 166 35
72 167 21
72 168 73
72 169 31
72 170 38
72 171 24
72 172 79
72 173 5
72 174 16
72 175 15
72 176 87
72 177 92
72 178 23
72 179 71
72 180 39
72 181 75
72 182 82
72 183 88
72 184 95
72 185 38
72 186 59
72 187 3
72 188 43
72 189 6
72 190 83
72 191 57
72 192 6
72 193 51
72 194 77
72 195 22
72 196 92
72 197 88
72 198 63
72 199 8
72 200 88
72 201 50
72 202 89
72 203 77
72 204 78
72 205 46
72 206 45
72 207 85
72 208 72
72 209 27
72 210 50
72 211 54
72 212 90
72 213 2
72 214 15
72 215 7
72 216 84
72 217 26
72 218 98
72 219 9
72 220 69
72 221 49
72 222 13
72 223 71
72 224 51
72 225 72
72 226 19
72 227 94
72 228 5
72 229 81
72 230 1
72 231 61
72 232 41
72 233 48
72 234 7
72 235 20
72 236 35
72 237 8
72 238 69
72 239 90
72 240 97
72 241 39
72 242 74
72 243 58
72 244 57
72 245 76
72 246 22
72 247 26
72 248 23
72 249 37
72 250 4
72 251 7
72 252 95
72 253 95
72 254 30
72 255 77
72 256 12
72 257 83
72 258 17
72 259 7
72 260 31
72 261 58
72 262 56
72 263 95
72 264 84
72 265 14
72 266 13
72 267 19
72 268 16
72 269 22
72 270 48
72 271 97
72 272 12
72 273 71
72 274 75
72 275 97
72 276 73
72 277 11
72 278 74
72 279 60
72 280 35
72 281 6
72 282 7
72 283 56
72 284 16
72 285 30
72 286 50
72 287 13
72 288 31
72 289 63
72 290 87
72 291 69
72 292 38
72 293 28
72 294 28
72 295 86
72 296 86
72 297 10
72 298 21
72 299 97
73 0 21
73 1 59
73 2 89
73 3 63
73 4 75
73 5 0
73 6 47
73 7 66
73 8 78
73 9 48
73 10 69
73 11 52
73 12 77
73 13 63
73 14 85
73 15 21
73 16 4
73 17 76
73 18 77
73 19 18
73 20 91
73 21 54
73 22 23
73 23 38
73 24 63
73 25 30
73 26 44
73 27 14
73 28 42
73 29 18
73 30 56
73 31 48
73 32 50
73 33 52
73 34 1
73 35 4
73 36 94
73 37 6
73 38 17
73 39 14
73 40 11
73 41 41
73 42 82
73 43 52
73 44 56
73 45 84
73 46 10
73 47 25
73 48 88
73 49 86
73 50 49
73 51 2
73 52 60
73 53 69
73 54 27
73 55 43
73 56 88
73 57 27
73 58 25
73 59 61
73 60 79
73 61 85
73 62 37
73 63 49
73 64 70
73 65 78
73 66 23
73 67 98
73 68 74
73 69 31
73 70 88
73 71 60
73 72 36
73 73 33
73 74 1
73 75 29
73 76 56
73 77 61
73 78 39
73 79 47
73 80 73
73 81 54
73 82 20
73 83 96
73 84 52
73 85 17
73 86 46
73 87 53
73 88 12
73 89 0
73 90 46
73 91 8
73 92 72
73 93 41
73 94 68
73 95 27
73 96 35
73 97 72
73 98 96
73 99 8
73 100 79
73 101 89
73 102 53
73 103 32
73 104 89
73 105 72
73 106 21
73 107 73
73 108 7
73 109 57
73 110 20
73 111 88
73 112 53
73 113 60
73 114 72
73 115 9
73 116 62
73 117 24
73 118 24
73 119 94
73 120 34
73 121 11
73 122 95
73 123 61
73 124 10
73 125 19
73 126 43
73 127 21
73 128 3
73 129 21
73 130 35
73 131 34
73 132 92
73 133 54
73 134 24
73 135 26
73 136 86
73 137 73
73 138 37
73 139 1
73 140 87
73 141 18
73 142 22
73 143 56
73 144 55
73 145 14
73 146 90
73 147 69
73 148 30
73 149 19
73 150 90
73 151 43
73 152 35
73 153 95
73 154 42
73 155 23
73 156 25
73 157 2
73 158 63
73 159 76
73 160 45
73 161 10
73 162 77
73 163 15
73 164 85
73 165 87
73 166 62
73 167 64
73 168 7
73 169 41
73 170 2
73 171 4
73 172 90
73 173 44
73 174 73
73 175 32
73 176 3
73 177 62
73 178 3
73 179 82
73 180 10
73 181 13
73 182 49
73 183 71
73 184 46
73 185 71
73 186 84
73 187 94
73 188 61
73 189 50
73 190 13
73 191 43
73 192 9
73 193 44
73 194 72
73 195 77
73 196 61
73 197 55
73 198 94
73 199 33
73 200 25
73 201 81
73 202 60
73 203 94
73 204 53
73 205 97
73 206 45
73 207 78
73 208 40
73 209 40
73 210 30
73 211 88
73 212 53
73 213 13
73 214 45
73 215 80
73 216 93
73 217 44
73 218 93
73 219 24
73 220 39
73 221 78
73 222 78
73 223 78
73 224 61
73 225 97
73 226 8
73 227 46
73 228 4
73 229 25
73 230 16
73 231 27
73 232 13
73 233 30
73 234 82
73 235 17
73 236 95
73 237 98
73 238 56
73 239 36
73 240 72
73 241 10
73 242 19
73 243 7
73 244 27
73 245 73
73 246 47
73 247 94
73 248 5
73 249 78
73 250 30
73 251 57
73 252 53
73 253 21
73 254 85
73 255 69
73 256 19
73 257 8
73 258 35
73 259 52
73 260 49
73 261 7
73 262 26
73 263 56
73 264 86
73 265 75
73 266 36
73 267 56
73 268 95
73 269 66
73 270 5
73 271 72
73 272 60
73 273 90
73 274 66
73 275 72
73 276 80
73 277 90
73 278 47
73 279 57
73 280 97
73 281 79
73 282 55
73 283 63
73 284 89
73 285 5
73 286 35
73 287 9
73 288 74
73 289 53
73 290 28
73 291 24
73 292 3
73 293 68
73 294 92
73 295 15
73 296 66
73 297 33
73 298 89
73 299 71
74 0 15
74 1 6
74 2 32
74 3 52
74 4 82
74 5 15
74 6 38
74 7 24
74 8 76
74 9 11
74 10 10
74 11 60
74 12 72
74 13 62
74 14 8
74 15 69
74 16 5
74 17 66
74 18 3
74 19 38
74 20 24
74 21 2
74 22 48
74 23 75
74 24 15
74 25 58
74 26 67
74 27 89
74 28 81
74 29 86
74 30 30
74 31 40
74 32 91
74 33 84
74 34 29
74 35 46
74 36 38
74 37 7
74 38 24
74 39 91
74 40 35
74 41 1
74 42 29
74 43 4
74 44 77
74 45 23
74 46 63
74 47 52
74 48 65
74 49 57
74 50 3
74 51 93
74 52 71
74 53 65
74 54 55
74 55 63
74 56 28
74 57 62
74 58 70
74 59 52
74 60 8
74 61 26
74 62 94
74 63 61
74 64 40
74 65 39
74 66 80
74 67 80
74 68 31
74 69 91
74 70 70
74 71 20
74 72 33
74 73 3
74 74 22
74 75 16
74 76 86
74 77 30
74 78 52
74 79 48
74 80 15
74 81 54
74 82 85
74 83 17
74 84 82
74 85 13
74 86 4
74 87 52
74 88 98
74 89 97
74 90 34
74 91 31
74 92 10
74 93 53
74 94 27
74 95 14
74 96 86
74 97 80
74 98 78
74 99 63
74 100 54
74 101 13
74 102 47
74 103 85
74 104 41
74 105 31
74 106 13
74 107 35
74 108 95
74 109 54
74 110 97
74 111 56
74 112 14
74 113 92
74 114 3
74 115 75
74 116 58
74 117 25
74 118 42
74 119 27
74 120 54
74 121 40
74 122 62
74 123 27
74 124 97
74 125 0
74 126 87
74 127 11
74 128 5
74 129 20
74 130 23
74 131 21
74 132 65
74 133 8
74 134 7
74 135 82
74 136 58
74 137 60
74 138 25
74 139 7
74 140 23
74 141 35
74 142 8
74 143 35
74 144 36
74 145 26
74 146 10
74 147 43
74 148 46
74 149 63
74 150 0
74 151 51
74 152 75
74 153 52
74 154 10
74 155 50
74 156 71
74 157 23
74 158 53
74 159 15
74 160 40
74 161 51
74 162 18
74 163 58
74 164 68
74 165 39
74 166 74
74 167 58
74 168 48
74 169 98
74 170 22
74 171 12
74 172 96
74 173 44
74 174 33
74 175 53
74 176 51
74 177 91
74 178 52
74 179 74
74 180 79
74 181 3
74 182 65
74 183 64
74 184 50
74 185 93
74 186 81
74 187 72
74 188 2
74 189 8
74 190 51
74 191 10
74 192 13
74 193 79
74 194 9
74 195 97
74 196 8
74 197 44
74 198 61
74 199 86
74 200 34
74 201 44
74 202 33
74 203 35
74 204 19
74 205 56
74 206 10
74 207 31
74 208 95
74 209 62
74 210 64
74 211 21
74 212 5
74 213 17
74 214 69
74 215 21
74 216 1
74 217 56
74 218 20
74 219 89
74 220 23
74 221 92
74 222 20
74 223 31
74 224 59
74 225 97
74 226 29
74 227 85
74 228 10
74 229 88
74 230 95
74 231 31
74 232 48
74 233 14
74 234 64
74 235 76
74 236 46
74 237 24
74 238 11
74 239 68
74 240 28
74 241 72
74 242 41
74 243 91
74 244 6
74 245 73
74 246 35
74 247 27
74 248 81
74 249 32
74 250 39
74 251 95
74 252 82
74 253 71
74 254 25
74 255 38
74 256 49
74 257 52
74 258 57
74 259 10
74 260 40
74 261 33
74 262 77
74 263 4
74 264 89
74 265 94
74 266 28
74 267 21
74 268 14
74 269 9
74 270 52
74 271 45
74 272 2
74 273 77
74 274 31
74 275 14
74 276 89
74 277 66
74 278 53
74 279 4
74 280 78
74 281 50
74 282 97
74 283 38
74 284 43
74 285 16
74 286 87
74 287 17
74 288 77
74 289 58
74 290 24
74 291 63
74 292 75
74 293 19
74 294 78
74 295 75
74 296 82
74 297 78
74 298 72
74 299 48
75 0 51
75 1 70
75 2 74
75 3 60
75 4 39
75 5 93
75 6 21
75 7 24
75 8 43
75 9 61
75 10 64
75 11 44
75 12 51
75 13 62
75 14 63
75 15 64
75 16 16
75 17 59
75 18 6
75 19 28
75 20 14
75 21 12
75 22 1
75 23 49
75 24 94
75 25 82
75 26 60
75 27 47
75 28 51
75 29 80
75 30 42
75 31 66
75 32 84
75 33 11
75 34 19
75 35 47
75 36 74
75 37 24
75 38 39
75 39 94
75 40 64
75 41 46
75 42 18
75 43 39
75 44 0
75 45 71
75 46 21
75 47 52
75 48 36
75 49 20
75 50 72
75 51 77
75 52 53
75 53 62
75 54 22
75 55 76
75 56 90
75 57 43
75 58 4
75 59 90
75 60 61
75 61 29
75 62 34
75 63 95
75 64 69
75 65 42
75 66 13
75 67 50
75 68 26
75 69 39
75 70 34
75 71 56
75 72 63
75 73 34
75 74 89
75 75 62
75 76 65
75 77 52
75 78 48
75 79 80
75 80 6
75 81 72
75 82 67
75 83 65
75 84 13
75 85 88
75 86 62
75 87 15
75 88 34
75 89 88
75 90 46
75 91 74
75 92 51
75 93 59
75 94 23
75 95 86
75 96 38
75 97 4
75 98 32
75 99 82
75 100 7
75 101 33
75 102 4
75 103 92
75 104 25
75 105 74
75 106 5
75 107 19
75 108 12
75 109 27
75 110 84
75 111 46
75 112 91
75 113 70
75 114 48
75 115 41
75 116 2
75 117 89
75 118 63
75 119 88
75 120 45
75 121 51
75 122 8
75 123 14
75 124 98
75 125 35
75 126 79
75 127 65
75 128 92
75 129 48
75 130 71
75 131 74
75 132 62
75 133 78
75 134 81
75 135 10
75 136 33
75 137 65
75 138 46
75 139 77
75 140 0
75 141 47
75 142 24
75 143 89
75 144 69
75 145 52
75 146 66
75 147 63
75 148 61
75 149 94
75 150 77
75 151 51
75 152 17
75 153 51
75 154 0
75 155 77
75 156 11
75 157 60
75 158 10
75 159 67
75 160 10
75 161 39
75 162 12
75 163 13
75 164 59
75 165 65
75 166 90
75 167 79
75 168 18
75 169 30
75 170 91
75 171 19
75 172 62
75 173 48
75 174 33
75 175 26
75 176 77
75 177 53
75 178 64
75 179 70
75 180 83
75 181 66
75 182 86
75 183 79
75 184 57
75 185 98
75 186 42
75 187 97
75 188 8
75 189 3
75 190 71
75 191 63
75 192 90
75 193 4
75 194 84
75 195 44
75 196 54
75 197 45
75 198 10
75 199 62
75 200 10
75 201 67
75 202 33
75 203 7
75 204 38
75 205 40
75 206 34
75 207 68
75 208 20
75 209 6
75 210 62
75 211 23
75 212 72
75 213 33
75 214 29
75 215 17
75 216 20
75 217 83
75 218 22
75 219 26
75 220 28
75 221 86
75 222 5
75 223 80
75 224 80
75 225 70
75 226 31
75 227 43
75 228 73
75 229 91
75 230 3
75 231 92
75 232 68
75 233 70
75 234 0
75 235 32
75 236 21
75 237 98
75 238 92
75 239 14
75 240 1
75 241 7
75 242 69
75 243 34
75 244 8
75 245 52
75 246 77
75 247 14
75 248 69
75 249 76
75 250 60
75 251 73
75 252 31
75 253 33
75 254 64
75 255 63
75 256 55
75 257 50
75 258 75
75 259 33
75 260 51
75 261 21
75 262 25
75 263 35
75 264 0
75 265 88
75 266 32
75 267 75
75 268 98
75 269 42
75 270 84
75 271 1
75 272 34
75 273 38
75 274 61
75 275 52
75 276 85
75 277 27
75 278 23
75 279 38
75 280 7
75 281 77
75 282 11
75 283 45
75 284 84
75 285 8
75 286 73
75 287 14
75 288 74
75 289 63
75 290 77
75 291 76
75 292 34
75 293 57
75 294 46
75 295 41
75 296 50
75 297 92
75 298 5
75 299 83
76 0 21
76 1 76
76 2 97
76 3 28
76 4 54
76 5 26
76 6 11
76 7 82
76 8 6
76 9 11
76 10 69
76 11 70
76 12 16
76 13 9
76 14 0
76 15 89
76 16 47
76 17 29
76 18 38
76 19 53
76 20 12
76 21 41
76 22 34
76 23 21
76 24 17
76 25 82
76 26 9
76 27 26
76 28 86
76 29 77
76 30 63
76 31 41
76 32 52
76 33 90
76 34 6
76 35 2
76 36 73
76 37 69
76 38 11
76 39 18
76 40 12
76 41 66
76 42 5
76 43 72
76 44 2
76 45 29
76 46 18
76 47 57
76 48 98
76 49 68
76 50 56
76 51 9
76 52 87
76 53 43
76 54 38
76 55 75
76 56 69
76 57 91
76 58 87
76 59 0
76 60 63
76 61 59
76 62 56
76 63 4
76 64 87
76 65 67
76 66 56
76 67 88
76 68 83
76 69 16
76 70 2
76 71 69
76 72 58
76 73 60
76 74 18
76 75 70
76 76 30
76 77 66
76 78 0
76 79 74
76 80 56
76 81 98
76 82 63
76 83 5
76 84 51
76 85 17
76 86 10
76 87 79
76 88 73
76 89 38
76 90 80
76 91 93
76 92 42
76 93 59
76 94 29
76 95 45
76 96 55
76 97 64
76 98 81
76 99 19
76 100 91
76 101 58
76 102 49
76 103 59
76 104 7
76 105 84
76 106 63
76 107 63
76 108 36
76 109 74
76 110 97
76 111 63
76 112 57
76 113 95
76 114 68
76 115 71
76 116 63
76 117 16
76 118 49
76 119 35
76 120 23
76 121 14
76 122 79
76 123 98
76 124 25
76 125 46
76 126 97
76 127 9
76 128 13
76 129 24
76 130 90
76 131 18
76 132 51
76 133 44
76 134 93
76 135 61
76 136 48
76 137 70
76 138 53
76 139 10
76 140 3
76 141 13
76 142 1
76 143 71
76 144 91
76 145 0
76 146 48
76 147 17
76 148 70
76 149 52
76 150 53
76 151 42
76 152 58
76 153 33
76 154 83
76 155 41
76 156 10
76 157 65
76 158 85
76 159 54
76 160 57
76 161 34
76 162 41
76 163 70
76 164 70
76 165 72
76 166 53
76 167 0
76 168 35
76 169 64
76 170 73
76 171 83
76 172 42
76 173 54
76 174 71
76 175 92
76 176 8
76 177 81
76 178 47
76 179 40
76 180 11
76 181 27
76 182 89
76 183 55
76 184 82
76 185 60
76 186 27
76 187 77
76 188 55
76 189 94
76 190 89
76 191 77
76 192 98
76 193 76
76 194 33
76 195 33
76 196 36
76 197 90
76 198 8
76 199 2
76 200 84
76 201 3
76 202 32
76 203 12
76 204 9
76 205 39
76 206 89
76 207 87
76 208 61
76 209 18
76 210 48
76 211 10
76 212 70
76 213 56
76 214 82
76 215 55
76 216 20
76 217 38
76 218 45
76 219 25
76 220 83
76 221 2
76 222 35
76 223 74
76 224 50
76 225 42
76 226 22
76 227 91
76 228 20
76 229 17
76 230 75
76 231 90
76 232 2
76 233 45
76 234 55
76 235 77
76 236 63
76 237 8
76 238 19
76 239 53
76 240 73
76 241 0
76 242 26
76 243 81
76 244 80
76 245 57
76 246 0
76 247 0
76 248 33
76 249 58
76 250 3
76 251 31
76 252 2
76 253 8
76 254 80
76 255 46
76 256 78
76 257 85
76 258 78
76 259 42
76 260 17
76 261 43
76 262 27
76 263 9
76 264 97
76 265 48
76 266 56
76 267 7
76 268 45
76 269 75
76 270 97
76 271 32
76 272 44
76 273 1
76 274 47
76 275 34
76 276 87
76 277 63
76 278 50
76 279 73
76 280 10
76 281 75
76 282 90
76 283 96
76 284 38
76 285 5
76 286 88
76 287 70
76 288 79
76 289 0
76 290 16
76 291 61
76 292 28
76 293 98
76 294 72
76 295 54
76 296 25
76 297 40
76 298 63
76 299 14
77 0 83
77 1 65
77 2 18
77 3 70
77 4 53
77 5 30
77 6 58
77 7 9
77 8 75
77 9 42
77 10 43
77 11 74
77 12 73
77 13 97
77 14 10
77 15 2
77 16 3
77 17 71
77 18 97
77 19 83
77 20 46
77 21 96
77 22 19
77 23 7
77 24 91
77 25 38
77 26 92
77 27 54
77 28 9
77 29 36
77 30 75
77 31 92
77 32 95
77 33 29
77 34 59
77 35 64
77 36 31
77 37 62
77 38 26
77 39 65
77 40 64
77 41 65
77 42 82
77 43 38
77 44 35
77 45 62
77 46 64
77 47 69
77 48 39
77 49 38
77 50 56
77 51 90
77 52 59
77 53 42
77 54 15
77 55 13
77 56 78
77 57 42
77 58 6
77 59 6
77 60 1
77 61 52
77 62 19
77 63 71
77 64 75
77 65 78
77 66 66
77 67 93
77 68 15
77 69 54
77 70 40
77 71 23
77 72 23
77 73 40
77 74 61
77 75 91
77 76 1
77 77 96
77 78 79
77 79 52
77 80 72
77 81 86
77 82 39
77 83 80
77 84 2
77 85 98
77 86 63
77 87 80
77 88 87
77 89 5
77 90 11
77 91 72
77 92 67
77 93 29
77 94 9
77 95 34
77 96 14
77 97 40
77 98 80
77 99 25
77 100 27
77 101 45
77 102 92
77 103 43
77 104 89
77 105 0
77 106 76
77 107 82
77 108 8
77 109 96
77 110 87
77 111 0
77 112 5
77 113 21
77 114 98
77 115 93
77 116 95
77 117 57
77 118 90
77 119 32
77 120 87
77 121 29
77 122 25
77 123 89
77 124 7
77 125 84
77 126 33
77 127 63
77 128 46
77 129 37
77 130 79
77 131 48
77 132 41
77 133 75
77 134 24
77 135 26
77 136 76
77 137 38
77 138 31
77 139 94
77 140 38
77 141 46
77 142 64
77 143 79
77 144 3
77 145 51
77 146 19
77 147 82
77 148 59
77 149 73
77 150 17
77 151 82
77 152 14
77 153 5
77 154 49
77 155 92
77 156 94
77 157 18
77 158 50
77 159 39
77 160 20
77 161 47
77 162 87
77 163 20
77 164 26
77 165 53
77 166 34
77 167 11
77 168 83
77 169 92
77 170 64
77 171 47
77 172 84
77 173 58
77 174 86
77 175 83
77 176 17
77 177 63
77 178 79
77 179 59
77 180 23
77 181 75
77 182 49
77 183 97
77 184 13
77 185 83
77 186 95
77 187 7
77 188 12
77 189 92
77 190 76
77 191 80
77 192 57
77 193 84
77 194 27
77 195 83
77 196 59
77 197 44
77 198 76
77 199 13
77 200 3
77 201 19
77 202 0
77 203 26
77 204 13
77 205 38
77 206 1
77 207 33
77 208 12
77 209 44
77 210 13
77 211 7
77 212 45
77 213 34
77 214 72
77 215 94
77 216 15
77 217 36
77 218 2
77 219 15
77 220 37
77 221 89
77 222 40
77 223 37
77 224 21
77 225 11
77 226 88
77 227 67
77 228 45
77 229 75
77 230 20
77 231 21
77 232 37
77 233 50
77 234 30
77 235 73
77 236 24
77 237 86
77 238 34
77 239 5
77 240 26
77 241 96
77 242 0
77 243 56
77 244 57
77 245 7
77 246 79
77 247 95
